id,topic,difficulty,question,optionA,optionB,optionC,optionD,correctLetter,correctAnswer,explanation,source,tags
speed-space-013,speed-space,easy,"When driving near other vehicles, what is the minimum following distance recommended?",At least twice the length of your vehicle,At least one vehicle length,At least three vehicle lengths,At least four vehicle lengths,A,At least twice the length of your vehicle,"When driving near other vehicles, leave a distance that is at least twice the length of your vehicle between you and the vehicle ahead.","WA Driver Guide §5.2, p. 159",following-distance|space-cushion
speed-space-014,speed-space,medium,Roundabouts in Washington are designed for speeds between:,5 and 15 mph,15 and 25 mph,25 and 35 mph,35 and 45 mph,B,15 and 25 mph,Roundabouts are designed for speeds between 15 and 25 mph. Entering too fast risks losing control or failing to yield to traffic already in the roundabout.,"WA Driver Guide §4.7, p. 124",roundabouts|speed
speed-space-015,speed-space,medium,How many total hours of supervised driving practice must a new driver complete before getting a Washington license?,30 hours,40 hours,50 hours,60 hours,C,50 hours,"A new driver must complete at least 50 hours of driving experience (40 hours daytime, 10 hours nighttime) with a licensed driver who has 3 or more years of experience.","WA Driver Guide §1.7, p. 27",licensing|practice-hours
speed-space-016,speed-space,medium,How many hours of nighttime driving practice are required for a new Washington driver?,5 hours,10 hours,15 hours,20 hours,B,10 hours,"New drivers must complete at least 10 hours of night driving with a licensed driver who has 3 or more years of experience, as part of the 50-hour total requirement.","WA Driver Guide §1.7, p. 26",licensing|practice-hours
speed-space-017,speed-space,medium,Which of the following is NOT a location where passing is prohibited?,Intersections,Railroad crossings,Shopping center entrances,Straight roads with dashed yellow lines,D,Straight roads with dashed yellow lines,"Passing is prohibited in danger zones where vehicles are likely to enter or cross the road — intersections, railroad crossings, and shopping center entrances. A dashed yellow line indicates passing is allowed when safe.","WA Driver Guide §4.16, p. 134",passing|no-passing-zones
speed-space-018,speed-space,easy,You should NOT pass another vehicle when:,A solid yellow line is on your side of the road,A dashed yellow line is on your side of the road,"You are on a straight, level road with clear visibility",You have 15 seconds of clear sight ahead,A,A solid yellow line is on your side of the road,You are not allowed to pass when the solid yellow line is on your side of the road. A solid yellow line indicates a no-passing zone.,"WA Driver Guide §4.5, p. 133",passing|lane-markings
speed-space-019,speed-space,easy,"When merging onto an interstate, who has the right-of-way?",The merging driver always has the right-of-way,Drivers already on the interstate have the right-of-way,The driver who arrives at the merge point first,The faster vehicle has the right-of-way,B,Drivers already on the interstate have the right-of-way,Drivers already on the interstate have the right-of-way. The merging driver must adjust their speed to find a safe gap in traffic.,"WA Driver Guide §5.3, p. 160",merging|right-of-way
speed-space-020,speed-space,easy,"When merging onto a freeway, you should use:",Only the first third of the on-ramp,"The entire on-ramp, your turn signal, and your mirrors",Only your mirrors and accelerate quickly,The last half of the on-ramp to build speed,B,"The entire on-ramp, your turn signal, and your mirrors","Use the entire on-ramp, your turn signal, and your mirrors to merge into a safe space on the interstate.","WA Driver Guide §5.3, p. 160",merging|on-ramp
speed-space-021,speed-space,medium,"When merging onto a freeway, you should enter traffic so that other drivers do not have to:",Change lanes,Use their mirrors,Turn on their headlights,"Swerve, slow, or stop",D,"Swerve, slow, or stop","When merging, enter traffic with enough space so you don't cause the people around you to swerve, slow, or stop.","WA Driver Guide §5.3, p. 160",merging|space-cushion
speed-space-022,speed-space,hard,Zipper merging is a technique that improves traffic flow by approximately:,20 percent,40 percent,80 percent,60 percent,D,60 percent,Zipper merging improves traffic flow by 60 percent. It creates a predictable merging pattern that reduces the risk of collisions.,"WA Driver Guide §5.3, p. 160",merging|zipper-merge
speed-space-023,speed-space,medium,What is the correct zipper merge technique when a lane is closing?,Merge immediately when you see the lane closure sign,"Stay in your lane until the merge area, then alternate with other vehicles",Speed up to get ahead of other traffic before the merge,Stop and wait for a gap in the other lane,B,"Stay in your lane until the merge area, then alternate with other vehicles","The correct zipper merge technique is to stay in your lane until you reach the designated merge area, then alternate with vehicles from the other lane.","WA Driver Guide §5.3, p. 160–161",merging|zipper-merge
speed-space-024,speed-space,medium,What should you do if you need to create space to merge onto an interstate and there is no gap?,Stop at the end of the on-ramp and wait,Force your way into traffic since you have the right-of-way,Adjust your speed — faster or slower — to find a gap,Use the shoulder to merge,C,Adjust your speed — faster or slower — to find a gap,"Drivers on the interstate have the right-of-way, so creating space to merge might require you to adjust your speed, faster or slower.","WA Driver Guide §5.3, p. 160",merging|speed-adjustment
speed-space-025,speed-space,medium,The purpose of eye-lead time is to:,Help you read road signs earlier,Allow you to scan ahead for potential hazards and respond in time,Maintain the correct following distance at all times,Help you estimate the speed of oncoming traffic,B,Allow you to scan ahead for potential hazards and respond in time,"Eye-lead time allows you to scan the road ahead for potential hazards. It gives you time to see, analyze, and respond to hazards as part of defensive driving.","WA Driver Guide §5.4, p. 161",time|hazard-perception
speed-space-026,speed-space,medium,"To practice judging how far your vehicle travels in a given time, the guide recommends picking a marker you think is how many seconds ahead?",5 seconds,10 seconds,15 seconds,20 seconds,C,15 seconds,"The guide recommends picking out a marker you think is 15 seconds ahead of your vehicle, then counting until you reach it to develop your ability to judge travel distance.","WA Driver Guide §5.4, p. 161",time|judging-distance
speed-space-027,speed-space,medium,Excessive speed can reduce the effectiveness of which safety device?,Airbags,Seat belts,Anti-lock brakes,Headlights,B,Seat belts,"Excessive speed can reduce the effectiveness of seat belts. Seat belts are designed to protect you in a crash, but their effectiveness decreases at higher speeds.","WA Driver Guide §5.1, p. 157",excessive-speed|safety
speed-space-028,speed-space,easy,Which of the following is a consequence of excessive speed?,Improved vehicle traction on curves,Shorter stopping distances,Less time to assess your path of travel and make changes,Better ability to scan for hazards,C,Less time to assess your path of travel and make changes,"Speeding gives you less time to react to changes in the road such as curves, intersections, or obstacles. Higher speed also increases stopping distances and limits your ability to scan for hazards.","WA Driver Guide §5.1, p. 157–158",excessive-speed|reaction-time
speed-space-029,speed-space,hard,"Under Washington's Move Over law, if you cannot change lanes for a stationary emergency vehicle, you must slow to at least how much below the posted speed limit?",5 mph below,10 mph below,15 mph below,20 mph below,B,10 mph below,"If you cannot move over for a stationary emergency vehicle, you must slow down to at least 10 mph below the posted speed limit, and never drive faster than 50 mph in the emergency zone.","WA Driver Guide §4.17, p. 143",move-over-law|emergency-vehicles
speed-space-030,speed-space,easy,Some roads in Washington have minimum speed limits. Why are these enforced?,To reduce fuel consumption,To prevent traffic congestion at all times,So that slow drivers are not a hazard to other drivers,To ensure vehicles maintain proper engine temperature,C,So that slow drivers are not a hazard to other drivers,Some roads have minimum speed limits. You're required to travel at least this fast so you are not a hazard to other drivers.,"WA Driver Guide §4.12, p. 114",minimum-speed|speed-limits
speed-space-031,speed-space,hard,You are approaching a shopping center entrance on a two-lane road. The vehicle ahead is traveling slowly. May you legally pass?,"Yes, as long as you signal first","Yes, if the road has a dashed center line","No, passing is prohibited where a vehicle is likely to enter or cross the road","No, unless you honk your horn first",C,"No, passing is prohibited where a vehicle is likely to enter or cross the road","Do not pass where a vehicle is likely to enter or cross the road, such as intersections, railroad crossings, and shopping center entrances.","WA Driver Guide §4.16, p. 134",passing|no-passing-zones
speed-space-032,speed-space,hard,"According to the WA Driver Guide, how far does it take a loaded truck traveling at 55 mph to come to a complete stop?",200 feet,300 feet,450 feet,600 feet,C,450 feet,"A loaded truck with properly adjusted brakes, traveling at 55 mph, takes 450 feet to come to a complete stop. This is why cutting in front of trucks is dangerous.","WA Driver Guide §4.4, p. 98",trucks|stopping-distance
speed-space-033,speed-space,medium,"When passing a bicyclist on the road, what is the minimum clearance you must leave?",1 foot,2 feet,3 feet,5 feet,C,3 feet,"When passing a bicyclist, leave at least 3 feet between the widest part of your vehicle and the bicyclist.","RCW 46.61.110; WA Driver Guide §4.4, p. 103",bicycles|passing
speed-space-034,speed-space,medium,"When you notice someone following you too closely, what should you do?",Brake suddenly to warn them,Speed up to create more space,"Change lanes, tap your brakes, or adjust your speed",Ignore them and maintain your current speed,C,"Change lanes, tap your brakes, or adjust your speed","If someone is following too closely or coming up too fast, you should change lanes, tap on the brakes, speed up, or slow down to manage the situation safely.","WA Driver Guide §3.6, p. 89",tailgating|space-cushion
speed-space-035,speed-space,hard,It is raining and the road is slippery. You are driving at the posted speed limit of 45 mph. What does Washington law require?,You may continue at 45 mph since it is the posted limit,You must reduce your speed because conditions are poor,You must pull over and wait for the rain to stop,You must turn on your flashers and drive at exactly 25 mph,B,You must reduce your speed because conditions are poor,"Washington law requires you to drive at speeds safe for current road conditions. This means reducing your speed when conditions are poor, even if you are within the posted speed limit.","WA Driver Guide §5.1, p. 158",basic-speed-law|conditions
speed-space-036,speed-space,easy,You want to leave enough space around your vehicle while driving. Why is this important?,It helps your vehicle use less fuel,It provides room to take action if there is a problem in your path of travel,It is only required on highways,It prevents other drivers from merging near you,B,It provides room to take action if there is a problem in your path of travel,Leaving enough space around your vehicle provides additional room to take action should there be a problem in your path of travel.,"WA Driver Guide §5.2, p. 159",space-cushion|safety
speed-space-037,speed-space,medium,"When performing a zipper merge, you should:",Move into the open lane as soon as you see the closure sign,Accelerate past other vehicles to merge early,Match the speed of traffic in the open lane,Stop completely before merging,C,Match the speed of traffic in the open lane,"During a zipper merge, maintain speed and continue merging at a steady pace, matching the speed of traffic in the open lane.","WA Driver Guide §5.3, p. 161",merging|zipper-merge
speed-space-038,speed-space,medium,You are driving on a residential street with children playing nearby. Which condition requires you to reduce speed below the posted limit?,When there is no traffic behind you,"When areas have pedestrians, children, cyclists, or animals",Only during school hours,Only if a police officer is present,B,"When areas have pedestrians, children, cyclists, or animals","You should reduce speed in areas with pedestrians, children, cyclists, or animals, regardless of the posted speed limit.","WA Driver Guide §5.1, p. 158",basic-speed-law|pedestrians
speed-space-039,speed-space,medium,Passing is NOT allowed in a two-way left turn lane because these lanes are reserved for:,Emergency vehicles only,Vehicles making left turns from either direction,Vehicles turning right at the next intersection,Buses and carpools only,B,Vehicles making left turns from either direction,"Two-way left turn lanes are reserved for vehicles making left turns in either direction. They must not be used for passing, and you shouldn't travel farther than 300 feet in one.","WA Driver Guide §4.5, p. 134",passing|lane-usage
speed-space-040,speed-space,hard,How many hours of daytime driving practice are required for a new Washington driver?,20 hours,30 hours,40 hours,50 hours,C,40 hours,"New drivers must complete at least 40 hours of daytime driving practice, in addition to 10 hours of nighttime driving, for a total of 50 hours.","WA Driver Guide §1.7, p. 26",licensing|practice-hours
conditions-emergencies-001,conditions-emergencies,medium,"If it starts to rain on a hot day, when is the pavement most slippery?",During the first few minutes of rain,After it has rained for 30 minutes,After the rain stops,Only during heavy downpours,A,During the first few minutes of rain,Heat causes oil in the asphalt to rise to the surface. The road is most slippery during the first few minutes of rain until the oil washes away.,"WA Driver Guide §5.6, p. 170",rain|slippery-roads
conditions-emergencies-002,conditions-emergencies,medium,What causes the road to be slippery during the first few minutes of rain on a hot day?,Dust mixing with water creates a slick layer,Oil in the asphalt rises to the surface from the heat,Rubber deposits from tires become slippery when wet,The pavement contracts and becomes smoother,B,Oil in the asphalt rises to the surface from the heat,Heat causes the oil in the asphalt to come to the surface. The road remains slippery until the rain washes the oil away.,"WA Driver Guide §5.6, p. 170",rain|slippery-roads
conditions-emergencies-003,conditions-emergencies,easy,What is hydroplaning?,Skidding caused by ice forming under your tires,Your engine overheating from driving through deep water,"Water building up between your tires and the road, causing loss of traction",Your brakes failing due to water in the brake lines,C,"Water building up between your tires and the road, causing loss of traction","Hydroplaning occurs when water builds up between your tires and the road surface, causing the tires to lose traction and skid. The vehicle can feel like it's floating or sliding.","WA Driver Guide §5.6, p. 172",hydroplaning|rain
conditions-emergencies-004,conditions-emergencies,easy,What is the best way to prevent hydroplaning?,Brake firmly when the road is wet,Drive in the tracks of the vehicle ahead,Shift to a lower gear on wet roads,Slow down when the road is wet,D,Slow down when the road is wet,The best way to keep from hydroplaning is to slow down when the road is wet. This reduces the chance of water building up between your tires and the road.,"WA Driver Guide §5.6, p. 172",hydroplaning|rain
conditions-emergencies-005,conditions-emergencies,hard,"If you begin to hydroplane, what should you do first?",Take your foot off the accelerator,Turn the steering wheel sharply toward the shoulder,Shift into reverse,Pump the brakes rapidly,A,Take your foot off the accelerator,"If you hydroplane, first take your foot off the accelerator, then gently press the brakes and keep the steering wheel steady. Avoid overcorrecting or jerking the wheel.","WA Driver Guide §5.6, p. 172",hydroplaning|emergency-response
conditions-emergencies-006,conditions-emergencies,hard,"While hydroplaning, what should you do with the steering wheel?",Turn sharply toward the curb,Keep the steering wheel steady and avoid overcorrecting,Release the steering wheel so the tires can realign,Turn opposite to the direction you are sliding,B,Keep the steering wheel steady and avoid overcorrecting,"While hydroplaning, keep the steering wheel steady and avoid overcorrecting or jerking it. Look where you want to go and calmly wait for your tires to regain traction.","WA Driver Guide §5.6, p. 172",hydroplaning|steering
conditions-emergencies-007,conditions-emergencies,medium,"On cold, wet days, where are icy spots most likely to form?",In the center of wide intersections,On highways with heavy traffic,In shady spots and on bridges or overpasses,"Only at elevations above 5,000 feet",C,In shady spots and on bridges or overpasses,"On cold, wet days, shady spots can be icy. Overpasses and other types of bridges can have icy spots even when the rest of the road doesn't.","WA Driver Guide §5.6, p. 171",ice|bridges
conditions-emergencies-008,conditions-emergencies,easy,What is black ice?,Ice mixed with road debris that appears dark brown,A thick layer of ice that forms only at night,Ice that forms only on dark-colored pavement,A thin coating of ice that is hard for drivers to see,D,A thin coating of ice that is hard for drivers to see,"Black ice is a thin coating of ice that is hard for drivers to see. Pay attention when driving in temperatures near or below freezing, even if you don't see ice.","WA Driver Guide §5.6, p. 171",ice|black-ice
conditions-emergencies-009,conditions-emergencies,medium,Why might overpasses and bridges be icy when the rest of the road is not?,"They are exposed to cold air from above and below, causing faster freezing",They are usually in shaded areas blocked by trees,They have smoother pavement that freezes first,Water from melting snow above drips down onto them,A,"They are exposed to cold air from above and below, causing faster freezing","Overpasses and bridges can have icy spots even when the rest of the road doesn't because they are exposed to cold air on all sides, causing them to freeze before other road surfaces.","WA Driver Guide §5.6, p. 171",ice|bridges
conditions-emergencies-010,conditions-emergencies,hard,What is the first step if your vehicle begins to skid?,Brake hard to stop as quickly as possible,Take your foot off the accelerator,Shift into neutral immediately,Turn the steering wheel in the opposite direction of the skid,B,Take your foot off the accelerator,"If skidding, the first step is to take your foot off the accelerator. Then press or pump your brakes and steer in the same direction your vehicle is moving.","WA Driver Guide §5.6, p. 171",skidding|emergency-response
conditions-emergencies-011,conditions-emergencies,hard,"When your vehicle is skidding, which direction should you steer?",In the opposite direction of the skid,Toward the nearest curb or shoulder,In the same direction your vehicle is moving,Hold the wheel perfectly straight,C,In the same direction your vehicle is moving,"When skidding, steer in the same direction your vehicle is moving. Continue to correct your steering until your tires regain traction and are going in the direction you're steering.","WA Driver Guide §5.6, p. 171–172",skidding|steering
conditions-emergencies-012,conditions-emergencies,hard,"If you don't have antilock brakes and your vehicle is skidding, what could happen if you press the brake pedal down hard?",Your vehicle will stop faster,The rear brakes will lock and the front will still steer normally,Your engine will stall,You could skid more,D,You could skid more,"Without antilock brakes, quickly pressing the brake pedal down could cause you to skid more. Instead, pump the brakes to slow down while maintaining some steering control.","WA Driver Guide §5.6, p. 171",skidding|brakes
conditions-emergencies-013,conditions-emergencies,medium,"When driving at night, at what speed should you drive to remain safe?",At a speed that allows you to stop within the glow of your headlights,10 mph below the posted speed limit,Always at the posted speed limit,At least 15 mph below the posted speed limit,A,At a speed that allows you to stop within the glow of your headlights,"At night, you should drive at a speed that allows you to stop within the glow of your headlights, which usually illuminate about 400 feet ahead.","WA Driver Guide §5.6, p. 167",night-driving|headlights
conditions-emergencies-014,conditions-emergencies,medium,How far ahead do your headlights usually illuminate the road at night?,About 200 feet,About 400 feet,About 600 feet,About 800 feet,B,About 400 feet,Headlights usually illuminate about 400 feet ahead. You should drive at a speed that allows you to stop within this distance.,"WA Driver Guide §5.6, p. 167",night-driving|headlights
conditions-emergencies-015,conditions-emergencies,medium,When must you switch from high beams to regular headlights for an oncoming vehicle?,"Within 1,000 feet of an oncoming vehicle",Within 300 feet of an oncoming vehicle,Within 500 feet of an oncoming vehicle,Within 200 feet of an oncoming vehicle,C,Within 500 feet of an oncoming vehicle,You must switch to regular headlights when you are within 500 feet of an oncoming vehicle to avoid blinding the other driver.,"WA Driver Guide §2.5, p. 50",headlights|high-beams
conditions-emergencies-016,conditions-emergencies,medium,"When following another vehicle, at what distance must you dim your high beams?",100 feet,200 feet,500 feet,300 feet,D,300 feet,You must switch back to regular headlights when you are within 300 feet behind another vehicle to avoid blinding the driver ahead through their mirrors.,"WA Driver Guide §2.5, p. 50",headlights|high-beams
conditions-emergencies-017,conditions-emergencies,medium,Washington law requires headlights to be on from:,A half hour after sunset to a half hour before sunrise,One hour after sunset to one hour before sunrise,Sunset to sunrise,Dusk to dawn as determined by the driver,A,A half hour after sunset to a half hour before sunrise,"Washington law requires headlights on from a half hour after sunset to a half hour before sunrise. They should also be used in rainy, snowy, foggy, or smoky conditions.","WA Driver Guide §2.5, p. 49",headlights|law
conditions-emergencies-018,conditions-emergencies,medium,"When following another vehicle at night, at what distance must you switch from high beams to regular headlights?",200 feet,300 feet,400 feet,500 feet,B,300 feet,You must switch back to regular headlights when you are within 300 feet behind another vehicle to avoid blinding the driver ahead through their mirrors.,"WA Driver Guide §2.5, p. 50",headlights|dimming
conditions-emergencies-019,conditions-emergencies,medium,"At night, you should drive at a speed that allows you to stop within the glow of your headlights. How far is that usually?",150 feet,300 feet,400 feet,500 feet,C,400 feet,"The WA Driver Guide states you should drive at a speed that allows you to stop within the glow of your headlights, which is usually 400 feet.","WA Driver Guide §5.6, p. 166",headlights|night-driving
conditions-emergencies-020,conditions-emergencies,easy,"If a vehicle is coming toward you with high beams on and you are blinded by the glare, what should you do?",Flash your high beams repeatedly to signal the other driver,Close one eye to preserve your night vision,Slow down and look directly at the headlights to judge distance,Look toward the right side of the road,D,Look toward the right side of the road,"If a vehicle approaches with high beams on, look toward the right side of the road to keep from being distracted by the headlights.","WA Driver Guide §5.6, p. 167",night-driving|glare
conditions-emergencies-021,conditions-emergencies,easy,"When driving at night, what should you avoid wearing?",Sunglasses or colored lenses,Prescription glasses with anti-reflective coating,A hat or visor,Contact lenses,A,Sunglasses or colored lenses,You should not wear sunglasses or colored lenses when driving at night or on overcast days because they reduce your vision.,"WA Driver Guide §5.6, p. 167",night-driving|vision
conditions-emergencies-022,conditions-emergencies,hard,"If a tire blows out while you are driving, what should you do?",Brake hard immediately to stop the vehicle,"Grip the steering wheel firmly, take your foot off the accelerator, and slow down gradually",Shift into reverse to counteract the pull,Turn sharply away from the blown tire,B,"Grip the steering wheel firmly, take your foot off the accelerator, and slow down gradually","If a tire blows out, grip the steering wheel firmly and keep the vehicle going straight. Slow down gradually by taking your foot off the accelerator. Do not brake hard.","WA Driver Guide §5.7, p. 173",tire-blowout|emergency-response
conditions-emergencies-023,conditions-emergencies,hard,"After a tire blowout, why should you NOT brake immediately?",It could damage the rim permanently,It will make the flat tire catch fire,It could cause you to lose control of the vehicle,Braking wears out the remaining tires faster,C,It could cause you to lose control of the vehicle,"After a blowout, you should not brake because it could cause you to lose control. Instead, allow the vehicle to slow by itself, or brake gently only if necessary.","WA Driver Guide §5.7, p. 173",tire-blowout|brakes
conditions-emergencies-024,conditions-emergencies,hard,"If your engine shuts off while driving, what should you be aware of regarding the steering wheel?",It will lock in place and cannot be turned,You must pull a release lever before steering,It will spin freely with no resistance,"It might be difficult to turn, but you can still turn it",D,"It might be difficult to turn, but you can still turn it","If the engine shuts off while driving, keep a strong grip on the steering wheel. It might be difficult to turn without power steering, but you can still turn it.","WA Driver Guide §5.7, p. 174",engine-failure|steering
conditions-emergencies-025,conditions-emergencies,hard,"If your engine dies while you are driving, what steps should you take?","Keep a strong grip on the wheel, look for an escape path, brake with steady pressure, and pull off the road","Shift to neutral, coast to a stop, and jump out of the vehicle","Turn off the ignition, set the parking brake, and wait for help",Pump the accelerator rapidly to restart the engine,A,"Keep a strong grip on the wheel, look for an escape path, brake with steady pressure, and pull off the road","If the engine shuts off, keep a strong grip on the steering wheel, look for an escape path, brake with steady pressure, slow down, and pull off the roadway.","WA Driver Guide §5.7, p. 174",engine-failure|emergency-response
conditions-emergencies-026,conditions-emergencies,hard,"If your accelerator gets stuck and the vehicle keeps going faster, what should you do?",Turn off the engine immediately while still in gear,"Quickly shift to neutral, pull off the road, then turn off the engine",Pump the accelerator pedal rapidly,Open the door and drag your foot on the ground to slow down,B,"Quickly shift to neutral, pull off the road, then turn off the engine","If the accelerator sticks, keep your eyes on the road, quickly shift to neutral, pull off the road when safe, and then turn off the engine.","WA Driver Guide §5.7, p. 174",stuck-accelerator|emergency-response
conditions-emergencies-027,conditions-emergencies,hard,"If your headlights suddenly go out while driving at night, what should you do?",Stop immediately in your lane and call 911,Continue driving slowly until you reach the next exit,"Put on your hazard warning lights, turn signals, or fog lights and pull off the road",Flash your high beams repeatedly to restore power,C,"Put on your hazard warning lights, turn signals, or fog lights and pull off the road","If your headlights suddenly go out, put on your hazard warning lights, turn signals, or fog lights if available, and pull off the road as soon as possible.","WA Driver Guide §5.7, p. 174",headlight-failure|emergency-response
conditions-emergencies-028,conditions-emergencies,medium,"If you have vehicle trouble on the road, how far behind your vehicle should you place emergency flares?",50 to 100 feet,100 to 200 feet,400 to 500 feet,200 to 300 feet,D,200 to 300 feet,"When you have vehicle trouble, warn other road users by placing emergency flares 200 to 300 feet behind your vehicle to give approaching drivers time to react.","WA Driver Guide §5.7, p. 173",vehicle-breakdown|safety
conditions-emergencies-029,conditions-emergencies,easy,What should you do if you cannot get your disabled vehicle off the road?,Stop where other drivers have a clear view of your vehicle and turn on emergency flashers,Leave the vehicle and walk to the nearest gas station,Leave the vehicle in the lane and wait on the sidewalk,Wave down other drivers to help push your vehicle,A,Stop where other drivers have a clear view of your vehicle and turn on emergency flashers,"If you can't get your vehicle off the road, stop where other drivers have a clear view of it. Avoid stopping just over a hill or around a curve. Turn on your emergency flashers and headlights.","WA Driver Guide §5.7, p. 173",vehicle-breakdown|safety
conditions-emergencies-030,conditions-emergencies,easy,"After a collision, if anyone is injured or killed, what must you do?",Move your vehicle off the road before calling anyone,Call 911 — law enforcement must be notified,Exchange insurance information and then leave,Wait at the scene until a witness arrives,B,Call 911 — law enforcement must be notified,"If anyone is injured or killed in a collision, you must call 911. Law enforcement must be notified. Do not drive away from the scene.","WA Driver Guide §5.9, p. 175",collision|reporting
conditions-emergencies-031,conditions-emergencies,medium,What information must you exchange with other drivers after a collision?,"Name, phone number, and vehicle color only",Name and license plate number only,"Name, contact information, driver license number, insurance company, and policy number",Driver license number and vehicle registration only,C,"Name, contact information, driver license number, insurance company, and policy number","After a collision, you must exchange your name, contact information, driver license number, insurance company, and policy number with others involved.","WA Driver Guide §5.9, p. 176",collision|reporting
conditions-emergencies-032,conditions-emergencies,medium,"If you hit a parked vehicle and cannot find the owner, what must you do?",Report it to the nearest police station within 24 hours,Wait at the scene for at least 30 minutes for the owner to return,Take a photo and report it online within one week,"Leave a note with the date, time, and your contact information where the owner can see it",D,"Leave a note with the date, time, and your contact information where the owner can see it","If a collision involves a parked vehicle, you must try to locate the owner. If you cannot, leave a note in a place where they can easily see it, including the date, time, and your contact information.","WA Driver Guide §5.9, p. 176",collision|hit-and-run
conditions-emergencies-033,conditions-emergencies,medium,"If a law enforcement officer does not file a collision report for you, within how many days must you file one yourself?",4 days,2 days,7 days,10 days,A,4 days,You must file a collision report form within 4 days of a crash if a law enforcement officer doesn't do it for you. This is required by state law.,"WA Driver Guide §5.9, p. 176",collision|reporting
conditions-emergencies-034,conditions-emergencies,easy,"After a collision, should you move injured people?","Yes, always move them to the side of the road for safety","No, unless they are in a burning vehicle or in immediate danger","Yes, but only if you have first aid training","No, never move them under any circumstances",B,"No, unless they are in a burning vehicle or in immediate danger",Do not move injured people unless they are in a burning vehicle or otherwise in immediate danger. Moving them incorrectly could worsen their injuries.,"WA Driver Guide §5.9, p. 176",collision|first-aid
conditions-emergencies-035,conditions-emergencies,medium,What should you NOT give to an injured person at a collision scene?,A blanket or coat,First aid,"Anything to drink, including water",Verbal reassurance,C,"Anything to drink, including water",Do not give injured people anything to drink — not even water. Cover them with a blanket or coat to keep them warm and help prevent shock.,"WA Driver Guide §5.9, p. 177",collision|first-aid
conditions-emergencies-036,conditions-emergencies,easy,"When a law enforcement officer pulls you over, what should you do with your hands?",Immediately reach for your license and registration,Place them in your lap where the officer can see them,Open your door and step out with hands raised,Keep them on the steering wheel,D,Keep them on the steering wheel,"When pulled over, keep your hands on the steering wheel. Wait for the officer's instructions before reaching for your driver license or vehicle documents.","WA Driver Guide §5.10, p. 180",law-enforcement|traffic-stop
conditions-emergencies-037,conditions-emergencies,easy,"If you are pulled over at night, what should you do to help the officer see inside your vehicle?",Turn on your interior lights,Flash your high beams,Turn off all lights in the vehicle,Open all windows and doors,A,Turn on your interior lights,"If pulled over at night, turn on your interior lights so the officer can see inside. Officers might also use a spotlight for additional visibility.","WA Driver Guide §5.10, p. 181",law-enforcement|traffic-stop
conditions-emergencies-038,conditions-emergencies,medium,"If you have a weapon in your vehicle when pulled over by law enforcement, when should you inform the officer?",Only if the officer specifically asks about weapons,Right away when the officer approaches,After the officer returns your documents,Only if the weapon is loaded,B,Right away when the officer approaches,You should let the officer know right away if you have a weapon in the vehicle when the officer approaches. Then wait for the officer's instructions.,"WA Driver Guide §5.10, p. 181",law-enforcement|traffic-stop
conditions-emergencies-039,conditions-emergencies,medium,"If you receive a traffic ticket, what could happen if you refuse to sign it?",The ticket is automatically dismissed,You receive a written warning instead,You could be arrested,The fine is doubled,C,You could be arrested,You are required to sign a traffic ticket. Refusing to sign could result in your arrest. Signing is not an admission of guilt — you may contest the ticket in court.,"WA Driver Guide §5.10, p. 182",law-enforcement|tickets
conditions-emergencies-040,conditions-emergencies,medium,"After receiving a traffic ticket, within how many days must you follow the instructions on the back to avoid license suspension?",7 days,10 days,30 days,15 days,D,15 days,You must follow the instructions on the back of the ticket within 15 days to avoid having your driving privileges suspended.,"WA Driver Guide §5.10, p. 182",law-enforcement|tickets
numbers-001,numbers,medium,How far from a fire hydrant is it illegal to park?,15 feet,10 feet,5 feet,20 feet,A,15 feet,You must park at least 15 feet from a fire hydrant to ensure fire trucks have unobstructed access.,"WA Driver Guide §4.18, p. 144",parking|distances
numbers-002,numbers,medium,How close to a crosswalk may you legally park?,10 feet,20 feet,5 feet,You may not park on a crosswalk at all,D,You may not park on a crosswalk at all,"Parking on a crosswalk is prohibited outright. The 20-foot rule applies to pedestrian safety zones, which are a separate concept.","WA Driver Guide §4.18, p. 143",parking|crosswalk
numbers-003,numbers,medium,How far from a stop sign or traffic light must you park?,30 feet,20 feet,15 feet,50 feet,A,30 feet,You must park at least 30 feet from a stop sign or traffic light so approaching drivers can see the signal.,"WA Driver Guide §4.18, p. 143",parking|distances
numbers-004,numbers,medium,How far from a railroad crossing is parking prohibited?,50 feet,30 feet,20 feet,75 feet,A,50 feet,You must park at least 50 feet from a railroad crossing to keep the area clear for train visibility and safety.,"WA Driver Guide §4.18, p. 144",parking|railroad
numbers-005,numbers,hard,How far from a fire station driveway on the opposite side of the street must you park?,20 feet,30 feet,50 feet,75 feet,D,75 feet,You must park at least 75 feet from a fire station driveway on the opposite side to allow emergency vehicles to turn freely.,"WA Driver Guide §4.18, p. 143",parking|distances
numbers-006,numbers,medium,How far from a driveway must you park?,5 feet,10 feet,15 feet,20 feet,A,5 feet,"You must park at least 5 feet from a driveway, alley, or private road to keep access clear.","WA Driver Guide §4.18, p. 143",parking|distances
numbers-007,numbers,easy,"To be legally parked, your vehicle must be within what distance from the curb?",6 inches,12 inches,18 inches,24 inches,B,12 inches,Your vehicle must be within 12 inches of the curb to be legally parked.,"WA Driver Guide §4.18, p. 144",parking|curb
